epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
6,1069,,,0.75,0.7704740166664124,,
6,1079,,,0.6875,0.8269598484039307,,
6,1089,,,0.6875,0.6445596218109131,,
6,1099,,,0.8125,0.6063697338104248,,
6,1109,,,0.6875,0.9409677982330322,,
6,1119,,,0.625,0.8190292119979858,,
6,1126,,,,,0.6557376980781555,0.9836606979370117
7,1129,,,0.5625,1.1441740989685059,,
7,1139,,,0.375,1.1299186944961548,,
7,1149,,,0.5,1.0265586376190186,,
7,1159,,,0.75,0.7286393642425537,,
7,1169,,,0.625,0.8034247159957886,,
7,1179,,,0.75,0.7519410252571106,,
7,1189,,,0.625,0.9553901553153992,,
7,1199,,,0.75,0.6972604393959045,,
7,1209,,,0.875,0.6760430932044983,,
7,1219,,,0.75,0.7574750185012817,,
7,1229,,,0.625,0.8784395456314087,,
7,1239,,,0.5625,0.9138885140419006,,
7,1249,,,0.8125,0.7967318296432495,,
7,1259,,,0.9375,0.5100857019424438,,
7,1269,,,0.75,1.0889962911605835,,
7,1279,,,0.4375,1.4646565914154053,,
7,1287,,,,,0.7240437269210815,0.7398715019226074
8,1289,,,0.875,0.8541483283042908,,
8,1299,,,0.75,0.6177994012832642,,
8,1309,,,0.75,0.7521175146102905,,
8,1319,,,0.8125,0.6328657269477844,,
8,1329,,,0.75,0.844807505607605,,
8,1339,,,0.8125,0.5044499039649963,,
8,1349,,,0.8125,0.7524620294570923,,
8,1359,,,0.8125,0.6246160864830017,,
8,1369,,,0.75,0.9074721932411194,,
8,1379,,,0.9375,0.3575214147567749,,
8,1389,,,0.625,1.1281952857971191,,
8,1399,,,0.5625,1.2039272785186768,,
8,1409,,,0.8125,0.5739428400993347,,
8,1419,,,0.6875,0.6770966649055481,,
8,1429,,,0.8125,0.7186846733093262,,
8,1439,,,0.875,0.48292869329452515,,
8,1448,,,,,0.7349726557731628,0.7168287038803101
9,1449,,,0.375,1.9272656440734863,,
9,1459,,,0.6875,0.7110453844070435,,
9,1469,,,0.6875,0.7129281163215637,,
9,1479,,,0.75,0.6878790259361267,,
9,1489,,,0.9375,0.41129928827285767,,
9,1499,,,0.6875,0.9955521821975708,,
9,1509,,,0.6875,0.8142107725143433,,
9,1519,,,0.625,1.0813567638397217,,
9,1529,,,0.75,0.7306026220321655,,
9,1539,,,0.8125,0.6384843587875366,,
9,1549,,,0.8125,0.5085042119026184,,
9,1559,,,0.75,0.6135358214378357,,
9,1569,,,0.8125,0.6650654077529907,,
9,1579,,,0.75,0.6997083425521851,,
9,1589,,,0.5,0.9901525974273682,,
9,1599,,,0.8125,0.5409998297691345,,
9,1609,,,0.6666666865348816,0.7591149210929871,,
9,1609,,,,,0.7349726557731628,0.693568229675293
10,1619,,,0.6875,0.7000355124473572,,
10,1629,,,0.6875,0.745772123336792,,
10,1639,,,0.5,1.003937005996704,,
10,1649,,,0.8125,0.6385740637779236,,
10,1659,,,0.6875,0.7155807614326477,,
10,1669,,,0.875,0.7015936374664307,,
10,1679,,,0.75,0.8767639994621277,,
10,1689,,,0.4375,1.3875733613967896,,
10,1699,,,0.75,0.6361278295516968,,
10,1709,,,0.6875,0.7589457035064697,,
10,1719,,,0.875,0.4773491621017456,,
10,1729,,,0.8125,0.572485089302063,,
10,1739,,,0.875,0.673570454120636,,
10,1749,,,0.75,0.7016110420227051,,
10,1759,,,0.75,0.6846880912780762,,
10,1769,,,0.625,0.7414866089820862,,
10,1770,,,,,0.7377049326896667,0.7023972272872925
11,1779,,,0.625,1.031214714050293,,
11,1789,,,0.5,1.2835659980773926,,
11,1799,,,0.875,0.4529579281806946,,
11,1809,,,0.8125,0.5436725616455078,,
11,1819,,,0.875,0.5088313817977905,,
11,1829,,,0.75,0.8476290106773376,,
11,1839,,,0.625,0.731452226638794,,
11,1849,,,0.5625,0.8709287047386169,,
11,1859,,,0.6875,0.6648464202880859,,
11,1869,,,0.875,0.3828912377357483,,
11,1879,,,0.5625,0.8339877128601074,,
11,1889,,,0.8125,0.5681830644607544,,
11,1899,,,0.6875,0.8668521642684937,,
11,1909,,,0.8125,0.6631001234054565,,
11,1919,,,0.5625,1.1330702304840088,,
11,1929,,,0.9375,0.3739962875843048,,
11,1931,,,,,0.7336065769195557,0.6758272051811218
12,1939,,,0.75,0.6653673052787781,,
12,1949,,,0.75,0.8315277099609375,,
12,1959,,,0.8125,0.6399028301239014,,
12,1969,,,0.625,0.9489187002182007,,
12,1979,,,0.8125,0.5506794452667236,,
12,1989,,,0.875,0.4734163284301758,,
12,1999,,,0.75,0.6868598461151123,,
12,2009,,,0.875,0.664635181427002,,
12,2019,,,0.8125,0.49211496114730835,,
12,2029,,,0.9375,0.3870466351509094,,
12,2039,,,0.9375,0.36619833111763,,
12,2049,,,0.625,1.150036096572876,,
12,2059,,,0.625,0.9448028206825256,,
12,2069,,,0.6875,0.6549491882324219,,
12,2079,,,0.875,0.4233365058898926,,
12,2089,,,0.6875,0.8415246605873108,,
12,2092,,,,,0.7418032884597778,0.6582658886909485
13,2099,,,0.875,0.4617580771446228,,
13,2109,,,1.0,0.3926316201686859,,
13,2119,,,0.8125,0.46100109815597534,,
13,2129,,,0.875,0.4640631377696991,,
13,2139,,,0.875,0.4219011068344116,,
13,2149,,,0.5625,0.8728606700897217,,
13,2159,,,0.75,0.6486876010894775,,
13,2169,,,0.8125,0.5118454694747925,,
13,2179,,,0.625,0.8109941482543945,,
13,2189,,,0.625,0.8002285361289978,,
13,2199,,,0.875,0.5182802677154541,,
13,2209,,,0.75,0.6115429401397705,,
13,2219,,,0.75,0.6727509498596191,,
13,2229,,,0.8125,0.6256002187728882,,
13,2239,,,0.75,0.6137067675590515,,
13,2249,,,0.75,0.5989546775817871,,
13,2253,,,,,0.751366138458252,0.6514037847518921
14,2259,,,0.6875,0.6049864292144775,,
14,2269,,,0.6875,0.8024994134902954,,
14,2279,,,0.75,0.580035924911499,,
14,2289,,,0.75,0.8947672843933105,,
14,2299,,,0.75,0.8834418058395386,,
14,2309,,,0.75,0.6979165077209473,,
14,2319,,,0.6875,0.9733747243881226,,
14,2329,,,0.6875,1.016798496246338,,
14,2339,,,0.75,0.5855846405029297,,
14,2349,,,0.8125,0.7641321420669556,,
14,2359,,,0.875,0.6409549713134766,,
14,2369,,,0.8125,0.6216557621955872,,
14,2379,,,0.5625,0.9817408919334412,,
14,2389,,,0.875,0.5530649423599243,,
14,2399,,,0.8125,0.49304530024528503,,
14,2409,,,0.625,0.6567797660827637,,
14,2414,,,,,0.7636612057685852,0.6565596461296082
15,2419,,,0.6875,0.6880967617034912,,
15,2429,,,0.8125,0.6198158264160156,,
15,2439,,,0.9375,0.41621270775794983,,
15,2449,,,0.6875,0.6430404186248779,,
15,2459,,,0.875,0.5753105282783508,,
15,2469,,,0.6875,0.6619400978088379,,
15,2479,,,0.5625,0.8587028384208679,,
15,2489,,,0.75,0.7769476175308228,,
15,2499,,,0.6875,0.9098058938980103,,
15,2509,,,0.5625,0.9101907014846802,,
15,2519,,,0.6875,0.811440110206604,,
15,2529,,,0.75,0.5065150260925293,,
15,2539,,,0.9375,0.466666042804718,,
15,2549,,,0.6875,0.7992844581604004,,
15,2559,,,0.625,0.7858285307884216,,
15,2569,,,0.75,0.4121865928173065,,
15,2575,,,,,0.7677595615386963,0.6298900842666626
16,2579,,,0.875,0.5151126384735107,,
16,2589,,,0.625,0.6178709268569946,,
16,2599,,,0.625,0.9262359738349915,,
16,2609,,,0.6875,0.7255250811576843,,
16,2619,,,0.75,0.7269187569618225,,
16,2629,,,0.625,0.8624845743179321,,
16,2639,,,0.75,0.5624067783355713,,
16,2649,,,0.75,0.7061342597007751,,
16,2659,,,0.875,0.5218212008476257,,
16,2669,,,0.75,0.582555890083313,,
16,2679,,,0.6875,0.6049202680587769,,
16,2689,,,0.9375,0.5725470781326294,,
16,2699,,,0.9375,0.46286898851394653,,
16,2709,,,0.625,0.9672904014587402,,
16,2719,,,0.8125,0.6103260517120361,,
16,2729,,,0.875,0.5736310482025146,,
16,2736,,,,,0.7663934230804443,0.6210147142410278
17,2739,,,0.6875,0.8959915041923523,,
17,2749,,,0.75,0.543036162853241,,
17,2759,,,0.875,0.42218053340911865,,
17,2769,,,0.625,1.3305823802947998,,
17,2779,,,0.8125,0.5463131666183472,,
17,2789,,,0.9375,0.34248432517051697,,
17,2799,,,0.6875,0.6262880563735962,,
17,2809,,,0.875,0.5267676115036011,,
17,2819,,,0.75,0.737223744392395,,
17,2829,,,0.75,0.6053824424743652,,
17,2839,,,0.8125,0.3766886591911316,,
17,2849,,,0.375,1.4772063493728638,,
17,2859,,,0.75,0.7122739553451538,,
17,2869,,,0.875,0.24878734350204468,,
17,2879,,,0.8125,0.44734179973602295,,
17,2889,,,0.6875,0.8862645626068115,,
17,2897,,,,,0.751366138458252,0.6898133158683777
18,2899,,,0.625,0.5854103565216064,,
18,2909,,,0.875,0.4626932442188263,,
18,2919,,,0.75,0.5356739163398743,,
18,2929,,,0.875,0.31004583835601807,,
18,2939,,,0.75,0.6146605014801025,,
18,2949,,,0.875,0.5037687420845032,,
18,2959,,,0.9375,0.4171334505081177,,
18,2969,,,0.875,0.4736274182796478,,
18,2979,,,0.6875,0.6502501964569092,,
18,2989,,,0.9375,0.4274173676967621,,
18,2999,,,1.0,0.2641857862472534,,
18,3009,,,0.6875,0.7170937061309814,,
18,3019,,,0.75,0.4910489618778229,,
18,3029,,,0.75,0.47915375232696533,,
18,3039,,,0.875,0.37979137897491455,,
18,3049,,,0.5625,0.9367114901542664,,
18,3058,,,,,0.7759562730789185,0.5947960019111633
19,3059,,,0.6875,0.6555538177490234,,
19,3069,,,0.75,0.6667172908782959,,
19,3079,,,0.6875,0.6161319613456726,,
19,3089,,,0.625,0.9860918521881104,,
19,3099,,,0.6875,0.7152751684188843,,
19,3109,,,0.75,0.6134565472602844,,
19,3119,,,0.75,0.5827664732933044,,
19,3129,,,1.0,0.2970365881919861,,
19,3139,,,0.75,0.5357788801193237,,
19,3149,,,0.875,0.5455586314201355,,
19,3159,,,0.5625,1.128584384918213,,
19,3169,,,0.5625,1.0564115047454834,,
19,3179,,,0.8125,0.55712890625,,
19,3189,,,0.8125,0.5666806697845459,,
19,3199,,,0.875,0.4158693552017212,,
19,3209,,,0.75,0.7218451499938965,,
19,3219,,,1.0,0.3261250853538513,,
19,3219,,,,,0.7691256999969482,0.5998561382293701
20,3229,,,0.6875,0.6592389345169067,,
20,3239,,,0.875,0.39750808477401733,,
20,3249,,,0.75,0.42346954345703125,,
20,3259,,,0.625,0.9782213568687439,,
20,3269,,,0.6875,0.7587975263595581,,
20,3279,,,0.75,0.5195537805557251,,
20,3289,,,0.8125,0.5220282077789307,,
20,3299,,,0.875,0.39736711978912354,,
20,3309,,,0.8125,0.784167468547821,,
20,3319,,,0.6875,0.7190208435058594,,
20,3329,,,0.6875,0.7131864428520203,,
20,3339,,,0.8125,0.5378831624984741,,
20,3349,,,0.6875,0.7493233680725098,,
20,3359,,,0.8125,0.512248158454895,,
20,3369,,,0.6875,0.677364706993103,,
20,3379,,,0.9375,0.3294505476951599,,
20,3380,,,,,0.7677595615386963,0.5821378231048584
21,3389,,,0.875,0.461049884557724,,
21,3399,,,0.875,0.4140769839286804,,
21,3409,,,0.9375,0.23707932233810425,,
21,3419,,,0.75,0.4235156774520874,,
21,3429,,,0.625,0.7140500545501709,,
21,3439,,,0.875,0.4361575245857239,,
21,3449,,,0.875,0.5153771042823792,,
21,3459,,,0.75,0.6875457763671875,,
21,3469,,,0.5,1.2306177616119385,,
21,3479,,,0.75,0.5192691087722778,,
21,3489,,,0.75,0.8360849618911743,,
21,3499,,,0.625,0.8097075819969177,,
21,3509,,,0.75,0.6225509643554688,,
21,3519,,,0.8125,0.48142966628074646,,
21,3529,,,0.5625,0.8791413307189941,,
21,3539,,,0.8125,0.5512396097183228,,
21,3541,,,,,0.7650273442268372,0.6225860118865967
22,3549,,,0.875,0.47330397367477417,,
22,3559,,,0.75,0.5123587250709534,,
22,3569,,,0.875,0.48236313462257385,,
22,3579,,,0.75,0.7676507830619812,,
22,3589,,,0.875,0.4872018098831177,,
22,3599,,,0.8125,0.46275490522384644,,
22,3609,,,0.75,0.7179365158081055,,
22,3619,,,0.6875,0.6163304448127747,,
22,3629,,,0.75,0.5439048409461975,,
22,3639,,,0.75,0.7155067324638367,,
22,3649,,,0.625,0.9146310091018677,,
22,3659,,,0.875,0.5021188855171204,,
22,3669,,,0.6875,0.9097104668617249,,
22,3679,,,1.0,0.2429499328136444,,
22,3689,,,0.8125,0.43329867720603943,,
22,3699,,,0.8125,0.4588654637336731,,
22,3702,,,,,0.7459016442298889,0.6726329922676086
23,3709,,,0.9375,0.5296779274940491,,
23,3719,,,0.6875,0.8353903889656067,,
23,3729,,,0.6875,0.8737212419509888,,
23,3739,,,0.8125,0.4642343521118164,,
23,3749,,,0.6875,0.6661739349365234,,
23,3759,,,0.6875,0.5581313371658325,,
23,3769,,,0.8125,0.735887885093689,,
23,3779,,,0.75,0.4940684139728546,,
23,3789,,,0.625,0.6107512712478638,,
23,3799,,,0.6875,0.6809243559837341,,
23,3809,,,0.8125,0.42377305030822754,,
23,3819,,,0.8125,0.48351532220840454,,
23,3829,,,0.8125,0.40808603167533875,,
23,3839,,,0.75,0.5857163071632385,,
23,3849,,,0.8125,0.4019507169723511,,
23,3859,,,0.6875,0.811371922492981,,
23,3863,,,,,0.744535505771637,0.7057973742485046
24,3869,,,0.8125,0.5479661226272583,,
24,3879,,,0.875,0.5047014951705933,,
24,3889,,,0.875,0.5651336908340454,,
24,3899,,,0.5,1.1344382762908936,,
24,3909,,,0.8125,0.7081394195556641,,
24,3919,,,0.875,0.48356565833091736,,
24,3929,,,0.875,0.6079531908035278,,
24,3939,,,0.875,0.3920290470123291,,
24,3949,,,0.875,0.4017212986946106,,
24,3959,,,0.6875,0.7000709176063538,,
24,3969,,,0.5625,0.9232113361358643,,
24,3979,,,0.6875,0.6189354062080383,,
24,3989,,,0.75,0.6100600361824036,,
24,3999,,,0.8125,0.4581555128097534,,
24,4009,,,0.625,0.7958080768585205,,
24,4019,,,0.9375,0.3679635226726532,,
24,4024,,,,,0.7636612057685852,0.5970388054847717
25,4029,,,1.0,0.2788040041923523,,
25,4039,,,0.875,0.43508386611938477,,
25,4049,,,0.5625,0.993964433670044,,
25,4059,,,0.8125,0.6751104593276978,,
25,4069,,,0.875,0.3129480481147766,,
25,4079,,,0.5625,0.9589585065841675,,
25,4089,,,0.75,0.5185300707817078,,
25,4099,,,0.75,0.5806853771209717,,
25,4109,,,0.6875,0.6607028245925903,,
25,4119,,,0.875,0.5661895275115967,,
25,4129,,,0.75,0.5176581740379333,,
25,4139,,,0.875,0.37513765692710876,,
25,4149,,,0.8125,0.48400843143463135,,
25,4159,,,0.75,0.6036863923072815,,
25,4169,,,0.75,1.0132731199264526,,
25,4179,,,0.8125,0.4789365231990814,,
25,4185,,,,,0.7691256999969482,0.5775722861289978
26,4189,,,0.8125,0.5072505474090576,,
26,4199,,,0.75,0.7695437073707581,,
26,4209,,,0.5,0.8930220603942871,,
26,4219,,,0.875,0.39982813596725464,,
26,4229,,,0.75,0.6318700313568115,,
26,4239,,,0.6875,0.4601191282272339,,
26,4249,,,0.9375,0.4836359918117523,,
26,4259,,,0.9375,0.4616592526435852,,
26,4269,,,0.625,0.7915120124816895,,
26,4279,,,0.875,0.6056169271469116,,
26,4289,,,0.75,0.5286617875099182,,
26,4299,,,0.9375,0.28691941499710083,,
26,4309,,,0.8125,0.4841011166572571,,
26,4319,,,0.75,0.6701912879943848,,
26,4329,,,0.6875,0.6299775838851929,,
26,4339,,,0.6875,0.576062798500061,,
26,4346,,,,,0.7691256999969482,0.5851393342018127
27,4349,,,0.8125,0.5516271591186523,,
27,4359,,,0.6875,0.6039891242980957,,
27,4369,,,0.75,0.6146805286407471,,
27,4379,,,0.75,0.6917645335197449,,
27,4389,,,0.75,0.6952728033065796,,
27,4399,,,0.75,0.5060175657272339,,
27,4409,,,0.8125,0.34953564405441284,,
27,4419,,,0.875,0.3778303265571594,,
27,4429,,,0.8125,0.5138249397277832,,
27,4439,,,0.875,0.4012911319732666,,
27,4449,,,0.875,0.43461573123931885,,
27,4459,,,0.625,0.7495592832565308,,
27,4469,,,0.6875,0.8721444010734558,,
27,4479,,,0.6875,0.7235267162322998,,
27,4489,,,0.6875,0.5332032442092896,,
27,4499,,,0.75,0.6713898181915283,,
27,4507,,,,,0.7718579173088074,0.5963991284370422
28,4509,,,0.6875,0.5438067317008972,,
28,4519,,,0.9375,0.3159845173358917,,
28,4529,,,0.6875,0.7044277191162109,,
28,4539,,,0.6875,1.2062907218933105,,
28,4549,,,0.8125,0.4432045817375183,,
28,4559,,,0.8125,0.6248824596405029,,
28,4569,,,0.9375,0.27976545691490173,,
28,4579,,,0.8125,0.5799655914306641,,
28,4589,,,0.6875,0.5587208271026611,,
28,4599,,,0.8125,0.5476558208465576,,
28,4609,,,0.6875,0.6940585374832153,,
28,4619,,,0.5625,0.9145776033401489,,
28,4629,,,0.875,0.3863339424133301,,
28,4639,,,0.75,0.5569483041763306,,
28,4649,,,0.6875,0.6697986125946045,,
28,4659,,,0.8125,0.6247358322143555,,
28,4668,,,,,0.7800546288490295,0.6059368848800659
29,4669,,,0.875,0.6341325044631958,,
29,4679,,,0.875,0.38033056259155273,,
29,4689,,,0.625,0.8897881507873535,,
29,4699,,,0.8125,0.5416796207427979,,
29,4709,,,0.75,0.5236139893531799,,
29,4719,,,0.6875,0.8657951951026917,,
29,4729,,,0.875,0.41954803466796875,,
29,4739,,,0.6875,0.8922148942947388,,
29,4749,,,0.8125,0.48363548517227173,,
29,4759,,,0.8125,0.5814428925514221,,
29,4769,,,0.8125,0.4699530601501465,,
29,4779,,,0.75,0.5079346299171448,,
29,4789,,,0.75,0.599521279335022,,
29,4799,,,0.5625,1.1456153392791748,,
29,4809,,,0.875,0.4501953125,,
29,4819,,,0.6875,0.8019375801086426,,
29,4829,,,1.0,0.1821516901254654,,
29,4829,,,,,0.7773224115371704,0.5696106553077698
30,4839,,,0.8125,0.4994155764579773,,
30,4849,,,0.8125,0.4635137915611267,,
30,4859,,,0.8125,0.45560765266418457,,
30,4869,,,0.5625,1.168487310409546,,
30,4879,,,0.6875,0.8224431872367859,,
30,4889,,,0.75,0.48507559299468994,,
30,4899,,,0.75,0.625263512134552,,
30,4909,,,0.75,0.5030146837234497,,
30,4919,,,0.8125,0.6339854001998901,,
30,4929,,,0.8125,0.7786082625389099,,
30,4939,,,0.5,0.8566360473632812,,
30,4949,,,0.75,0.7556723356246948,,
30,4959,,,0.9375,0.40873482823371887,,
30,4969,,,0.75,0.7921236753463745,,
30,4979,,,0.9375,0.3242771625518799,,
30,4989,,,0.75,0.5462403893470764,,
30,4990,,,,,0.7773224115371704,0.5663683414459229
31,4999,,,0.75,0.7826629877090454,,
31,5009,,,0.6875,0.7714346647262573,,
31,5019,,,0.75,0.5916624069213867,,
31,5029,,,0.75,0.6160037517547607,,
31,5039,,,0.875,0.6314843893051147,,
31,5049,,,0.6875,0.5773663520812988,,
31,5059,,,0.9375,0.4313228726387024,,
31,5069,,,0.5,1.0898079872131348,,
31,5079,,,0.6875,0.6959344148635864,,
31,5089,,,0.6875,0.5473177433013916,,
31,5099,,,0.75,0.6020084619522095,,
31,5109,,,0.5,1.1837942600250244,,
31,5119,,,0.8125,0.4679265320301056,,
31,5129,,,0.875,0.5673867464065552,,
31,5139,,,0.8125,0.40810489654541016,,
31,5149,,,0.875,0.5055752992630005,,
31,5151,,,,,0.7814207673072815,0.5606397390365601
32,5159,,,0.8125,0.7948886752128601,,
32,5169,,,0.875,0.3102783262729645,,
32,5179,,,0.75,0.5460169315338135,,
32,5189,,,0.6875,0.7763960361480713,,
32,5199,,,0.6875,0.6351844668388367,,
32,5209,,,0.6875,1.038225531578064,,
32,5219,,,0.75,0.597018301486969,,
32,5229,,,0.75,0.6431275606155396,,
32,5239,,,0.875,0.4544094502925873,,
32,5249,,,0.875,0.5175999999046326,,
32,5259,,,0.75,0.5647568106651306,,
32,5269,,,0.75,0.7060128450393677,,
32,5279,,,0.75,0.4998835325241089,,
32,5289,,,0.75,0.533289909362793,,
32,5299,,,0.5625,0.9522719383239746,,
32,5309,,,0.75,0.4518406391143799,,
32,5312,,,,,0.7786885499954224,0.5730668902397156
33,5319,,,0.8125,0.5409221649169922,,
33,5329,,,0.75,0.7043122053146362,,
33,5339,,,0.75,0.677375316619873,,
33,5349,,,0.4375,1.0443239212036133,,
33,5359,,,0.8125,0.6342960596084595,,
33,5369,,,0.625,1.0559723377227783,,
33,5379,,,0.9375,0.3359130620956421,,
33,5389,,,0.6875,0.8277075290679932,,
33,5399,,,0.8125,0.4862391948699951,,
33,5409,,,0.8125,0.5835624933242798,,
33,5419,,,0.75,0.6117695569992065,,
33,5429,,,0.625,0.8160674571990967,,
33,5439,,,0.8125,0.43538233637809753,,
33,5449,,,0.8125,0.4895837903022766,,
33,5459,,,0.75,0.7451041340827942,,
33,5469,,,0.75,0.8269282579421997,,
33,5473,,,,,0.7745901346206665,0.5702341198921204
34,5479,,,0.6875,0.6758484244346619,,
34,5489,,,0.875,0.47601979970932007,,
34,5499,,,0.75,0.6355421543121338,,
34,5509,,,0.8125,0.4652165174484253,,
34,5519,,,0.75,0.5708632469177246,,
34,5529,,,0.75,0.4999808371067047,,
34,5539,,,0.75,0.6801854372024536,,
34,5549,,,0.9375,0.3640238642692566,,
34,5559,,,0.875,0.4404330551624298,,
34,5569,,,0.9375,0.2587716579437256,,
34,5579,,,0.75,0.5770919322967529,,
34,5589,,,0.8125,0.8569900989532471,,
34,5599,,,0.6875,0.7623099088668823,,
34,5609,,,0.875,0.44326937198638916,,
34,5619,,,0.875,0.3599453568458557,,
34,5629,,,0.5625,1.1100397109985352,,
34,5634,,,,,0.7827869057655334,0.5781669616699219
35,5639,,,0.75,0.6487477421760559,,
35,5649,,,0.6875,0.7789115905761719,,
35,5659,,,0.6875,0.5639674663543701,,
35,5669,,,0.75,0.6153188347816467,,
35,5679,,,0.875,0.3723936378955841,,
35,5689,,,0.6875,0.6698452234268188,,
35,5699,,,0.8125,0.562879204750061,,
35,5709,,,0.625,0.7539818286895752,,
35,5719,,,0.8125,0.49736857414245605,,
35,5729,,,0.75,0.5081387758255005,,
35,5739,,,0.75,0.4744405746459961,,
35,5749,,,0.9375,0.4813390374183655,,
35,5759,,,0.9375,0.3235315680503845,,
35,5769,,,0.875,0.38622722029685974,,
35,5779,,,0.5625,0.7703417539596558,,
35,5789,,,0.875,0.4221605658531189,,
35,5795,,,,,0.7704917788505554,0.5876693725585938
36,5799,,,0.9375,0.31321975588798523,,
36,5809,,,0.75,0.714101254940033,,
36,5819,,,0.875,0.5862062573432922,,
36,5829,,,0.6875,0.628540575504303,,
36,5839,,,0.75,0.7070242166519165,,
